P49418 DI1010071 379 387
P63010 DI1010072 629 637
P49418 DI1010073 349 358
P0C6L6 DI1120011 196 204
A4ZNG7 DI1120012 202 210
Q60795 DI1100068 76 84
Q60795 DI1100069 22 36
P39748 DI3000011 331 350
P03211 DI1020024 441 450
P34217 DI1100070 301 310
P42768 DI1010074 430 458
Q9Y6W5 DI1010075 433 464
O43516 DI1010076 29 60
M0R9A7 DI1100071 795 812
P16104 DI1000222 134 143
Q13085 DI1000223 1258 1270
Q99741 DI2000022 89 100
Q02156 DI2000023 342 372
P04049 DI2000024 255 264
Q9NPC2 DI2000025 369 374
Q6TGC4 DI2000026 1 13
P04049 DI2000027 618 625
P04049 DI2000028 229 264
Q9Y3M2 DI2000029 12 29
P13569 DI2000030 747 774
P13569 DI2000031 762 801
P27321 DI2100008 571 664
P27321 DI2100009 193 278
O35274 DI1010077 417 583
Q90623 DI1100072 1 299
O75807 DI1000224 552 591
P14738 DI1020025 529 538
P14738 DI1020026 539 547
P14738 DI1020027 520 530
P14738 DI1020028 508 519
P14738 DI1020029 647 654
P14738 DI1020030 639 646
P14738 DI1020031 664 672
P14738 DI1020032 655 663
O43312 DI1010078 724 755
Q8K4J6 DI1110021 54 85
Q9U1K1 DI1110022 448 485
Q9U1K1 DI1100073 437 483
Q60787 DI1100074 143 148
Q16236 DI1000225 69 84
P26350 DI1100075 39 54
Q64337 DI1100076 346 359
P04637 DI1000226 361 367
P04637 DI1000227 358 363
P04637 DI1020033 372 389
P04637 DI1000228 369 377
P04637 DI1020034 372 389
P04637 DI1000229 379 385
P04637 DI2000032 385 393
P04637 DI1000230 365 375
Q00987 DI1000231 145 150
O15151 DI1000232 395 404
Q00987 DI1000233 394 403
Q5SW96 DI1000234 252 267
O08838 DI1110023 324 330
Q62245 DI1100077 1135 1144
P35236 DI1010079 37 52
P48552 DI1000235 366 390
Q9UBK2 DI1000236 141 152
O75376 DI2000033 2258 2276
O60239 DI1000237 341 350
Q8CF89 DI1100078 384 412
P49137 DI1000238 370 393
Q12968 DI1000239 141 154
Q9BUB5 DI1000240 434 451
Q63155 DI1100079 1140 1166
Q96AE4 DI1000241 27 52
P09052 DI1100080 184 203
P09052 DI1010080 184 203
P06400 DI1000242 870 882
Q14596 DI1000243 726 738
P35193 DI1100081 412 415
C0H519 DI1100082 103 110
Q14457 DI2000034 107 135
P70444 DI1100083 76 109
P53632 DI1100084 573 584
Q8IYD1 DI1000244 59 73
Q8WXE9 DI1000245 300 340
P04819 DI3100003 32 53
Q9Y618 DI1000246 1109 1121
Q07820 DI1000247 73 88
P56524 DI1000248 343 359
P98158 DI1010081 4448 4466
P48382 DI1000249 167 183
P56524 DI1000250 343 359
Q9H0W5 DI1000251 494 510
Q2KHR2 DI1000252 85 101
O60566 DI1000253 647 720
P51587 DI1000254 21 39
O14686 DI1000255 5337 5347
Q03164 DI1000256 3764 3776
Q8NEZ4 DI1000257 4707 4717
Q9UMN6 DI1000258 2508 2517
O15047 DI1000259 1492 1502
Q9UPS6 DI1000260 1745 1755
Q7Z3B3 DI1000261 585 598
A4V2Z1 DI1100085 714 729
Q96RU8 DI1010082 354 361
Q96RU8 DI1000262 354 364
Q8N4B1 DI1000263 223 235
P08151 DI1000264 112 128
P10071 DI1020035 328 344
Q9BSI4 DI2000035 257 276
Q9H816 DI2000036 495 530
Q8IWE5 DI1010083 203 212
P41695 DI1100086 315 350
P47074 DI1100087 353 400
Q38825 DI1100088 82 94
Q8WUM4 DI1000265 799 814
Q03001 DI2000037 7541 7570
Q61006 DI1100089 544 556
O94907 DI1000266 38 44
Q9BQB4 DI1000267 115 121
Q08981 DI1100090 59 128
O60566 DI1000268 20 42
O36972 DI2020003 200 239
Q9GZZ9 DI2000038 338 346
O54918 DI1100091 139 171
O43521 DI1000269 147 164
P19429 DI1000270 129 148
P04637 DI1000271 377 386
P06400 DI1000272 802 817
P68431 DI1000273 2 13
Q96PU5 DI1000274 945 958
B7UM99 DI1020036 470 481
P91645 DI1100092 1688 1702
Q01094 DI1000275 104 120
Q86WV6 DI1000276 342 379
Q7Z434 DI1000277 433 450
Q8IUC6 DI1000278 199 219
P14737 DI1100093 149 161
P84243 DI1000279 2 16
P84243 DI1000280 2 16
P09945 DI2010015 8 72
P28504 DI2010016 55 65
P62805 DI1000281 6 26
P68431 DI1000282 2 10
P62805 DI1000283 8 18
P68431 DI1000284 2 22
P68431 DI1000285 2 22
P25054 DI1010084 1482 1528
P84243 DI1000286 2 14
Q9Y4P1 DI1000287 384 393
P84243 DI1000288 2 16
P68431 DI1010085 2 13
P68431 DI1010086 2 9
P59226 DI1100094 2 16
P07041 DI1010087 2 21
P62805 DI1000289 2 21
P11717 DI1000290 2480 2491
P63248 DI1100095 6 25
P09803 DI1100096 734 884
O75533 DI1000291 373 415
P61073 DI2000039 1 38
P61072 DI2010017 1 38
P24928 DI1000292 1796 1803
P24928 DI1000293 1790 1803
P24928 DI1000294 1790 1803
P29590 DI1000295 546 574
Q8IVP5 DI1000296 10 26
P18827 DI1000297 303 310
Q13291 DI1000298 276 286
Q99523 DI1000299 819 831
P56817 DI1000300 490 501
P48025 DI1010088 338 350
P68431 DI2000040 8 15
Q64337 DI1100097 346 359
P04637 DI1020037 372 389
O60566 DI1000301 663 681
P68431 DI1000302 13 25
Q9H9L4 DI1000303 406 417
Q9VAF4 DI1100098 155 166
P10275 DI1000304 20 30
P68431 DI2000041 2 16
Q3UYV9 DI1100099 1 23
P09803 DI1010089 778 884
Q9UJY5 DI1000305 376 388
O96013 DI1000306 10 44
Q04637 DI1000307 609 622
P53990 DI1000308 341 364
P63027 DI1020038 22 57
A7ZKI9 DI1200008 1021 1061
P41223 DI1000309 56 70
Q8TBC4 DI1000310 62 69
Q15596 DI1000311 740 753
Q16665 DI1000312 558 574
Q9Y6Q9 DI1000313 618 629
Q9Y6Q9 DI1000314 735 746
Q13772 DI1000315 322 336
P09883 DI1200009 2 18
P04608 DI2020004 1 86
Q67953 DI1020039 85 91
Q15004 DI3000012 52 69
O96013 DI1000316 36 60
A0A0H3GL04 DI1210004 166 174
A0A0H3GL04 DI1210005 166 174
P0AGE0 DI1200010 170 178
P0AGE0 DI1200011 170 178
P0AGE0 DI1200012 170 178
A0A0H3GL04 DI1200013 166 174
P0AGE0 DI1210006 170 178
G9I562 DI1200014 298 301
P68431 DI2000042 2 13
Q9UQF2 DI1000317 158 167
P52564 DI1000318 4 17
P09052 DI1010090 184 203
P78314 DI1000319 410 425
Q9BSI4 DI2000043 258 275
P68431 DI1000320 2 13
Q9W0K0 DI1100100 149 163
P91645 DI1100101 1688 1702
Q13426 DI1000321 228 236
Q5SWA1 DI1010091 631 660
P68431 DI1000322 2 29
P68431 DI1000323 2 23
P68431 DI1000324 2 21
P78504 DI1000325 1120 1130
P03129 DI1020040 21 29
Q5ZJQ3 DI1010092 11 30
P0AFX7 DI2200006 121 216
Q10108 DI2100010 155 180
P10747 DI1000326 189 196
P02829 DI1100102 698 709
P02829 DI1010093 702 709
O60934 DI2000044 423 438
P10747 DI1000327 189 196
P10747 DI1000328 189 196
P05067 DI1000329 754 762
P68431 DI1000330 2 11
P68431 DI1000331 39 53
P68433 DI1010094 2 9
Q9R2G2 DI1200015 55 65
O50280 DI2200007 47 56
P18011 DI2200008 51 72
Q8WY41 DI1000332 40 56
Q8IH18 DI1100103 9 44
Q9XZ56 DI1100104 50 83
O61380 DI2100011 578 650
P49023 DI1010095 264 277
Q9UQL6 DI1010096 1078 1095
Q06787 DI1010097 423 437
Q9NSV4 DI1010098 1179 1193
O00311 DI1010099 456 473
O96018 DI1010100 55 72
Q01560 DI1100105 408 414
P08008 DI2210003 17 85
P74873 DI2200009 35 139
A0A0F6F6Q9 DI1210007 24 75
O34800 DI2200010 1 56
Q9I322 DI2200011 16 81
Q9I788 DI2200012 28 77
Q87UE5 DI1200016 21 102
P15273 DI1210008 21 63
Q93KQ4 DI1210009 33 81
Q07930 DI1100106 20 42
P29539 DI1100107 1752 1771
P34901 DI2100012 195 202
O00401 DI1010101 392 484
P68431 DI1010102 2 13
P61925 DI1010103 6 27
P68431 DI1000333 2 16
P02309 DI1010104 2 16
P68431 DI1000334 2 10
P68431 DI1000335 2 10
P04610 DI1020041 46 55
P68431 DI1000336 14 33
P68431 DI1000337 24 32
P62805 DI1000338 15 20
A0A0F6F6Q9 DI1210010 14 75
P61925 DI1010105 6 25
